Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
r_0335No1	dethiobiotin synthase (No1)	s_0341[c] + s_0434[c] + s_0456[c] + 0.00027778 prot_P53630[c]  <=> s_0394[c] + s_0612[c] + 3 s_0794[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0340No1	dihydroceramidase (No1)	s_1085[er] + s_1445[er] + 1.7253e-06 prot_Q02896[c]  <=> s_0475[er] 		1	  0.00	   Inf	  0.00
r_0341No1	dihydroceramidase (No1)	s_0507[er] + s_1445[er] + 1.7253e-06 prot_Q02896[c]  <=> s_0478[er] 		1	  0.00	   Inf	  0.00
r_0342No1	dihydroceramidase (No1)	s_0481[er] + 1.7253e-06 prot_Q02896[c]  <=> s_1085[er] + s_1366[er] 		1	  0.00	   Inf	  0.00
r_0343No1	dihydroceramidase (No1)	s_0484[er] + 1.7253e-06 prot_Q02896[c]  <=> s_0507[er] + s_1366[er] 		1	  0.00	   Inf	  0.00
r_0344No1	dihydrofolate reductase (No1)	s_0625[c] + s_0794[c] + s_1212[c] + 1.2742e-06 prot_P07807[c]  <=> s_1207[c] + s_1487[c] 		1	  0.00	   Inf	  0.00
r_0345No1	dihydrofolate reductase (No1)	s_0626[m] + s_0799[m] + s_1214[m] + 1.2742e-06 prot_P07807[c]  <=> s_1210[m] + s_1488[m] 		1	  0.00	   Inf	  0.00
r_0346No1	dihydrofolate synthase (No1)	s_0347[c] + s_0434[c] + s_0991[c] + 2.726e-08 prot_Q12676[c]  <=> s_0394[c] + s_0625[c] + s_0794[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0347No1	dihydroneopterin aldolase (No1)	s_0344[m] + 0.0033875 prot_P53848[c]  <=> s_0148[m] + s_0777[m] 		1	  0.00	   Inf	  0.00
r_0348No1	dihydroneopterin monophosphate dephosphorylase (No1)	s_0345[c] + s_0803[c] + 7.2527e-08 prot_Q12154[c]  <=> s_0343[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0349No1	dihydroorotase (No1)	s_0061[c] + s_0803[c] + 0.00014854 prot_P20051[c]  <=> s_0794[c] + s_1194[c] 		1	  0.00	   Inf	  0.00
r_0350No1	dihydropteroate synthase (No1)	s_0148[m] + s_0273[m] + 0.0025484 prot_P53848[c]  <=> s_0348[m] + s_0807[m] 		1	  0.00	   Inf	  0.00
r_0351No1	dihydropteroate synthase (No1)	s_0006[m] + s_0273[m] + 0.0025484 prot_P53848[c]  <=> s_0348[m] + s_0636[m] 		1	  0.00	   Inf	  0.00
r_0352No1	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate) (No1)	s_0016[m] + 3.6646e-06 prot_P39522[c]  <=> s_0233[m] + s_0807[m] 		1	  0.00	   Inf	  0.00
r_0353No1	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate) (No1)	s_0008[m] + 3.6646e-06 prot_P39522[c]  <=> s_0060[m] + s_0807[m] 		1	  0.00	   Inf	  0.00
arm_r_0354	dihydroxyacetone kinase (arm)	s_0434[c] + s_0771[c]  <=> pmet_r_0354[c] 		1	  0.00	   Inf	  0.00
r_0354No1	dihydroxyacetone kinase (No1)	pmet_r_0354[c] + 1.1512e-05 prot_P43550[c]  <=> s_0394[c] + s_0629[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0354No2	dihydroxyacetone kinase (No2)	pmet_r_0354[c] + 1.1512e-05 prot_P54838[c]  <=> s_0394[c] + s_0629[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0355No1	dimethylallyltranstransferase (No1)	s_0943[c] + s_1376[c] + 0.00017669 prot_P08524[c]  <=> s_0633[c] + s_0745[c] 		1	  0.00	   Inf	  0.00
r_0356No1	diphosphoglyceromutase (No1)	s_0075[c] + 4.8225e-07 prot_P00950[c]  <=> s_0140[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0357No1	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase (No1)	s_0309[c] + 3 s_0803[c] + 0.00034722 prot_Q99321[c]  <=> 6 s_0794[c] + s_1156[c] + 3 s_1322[c] 		1	  0.00	   Inf	  0.00
r_0358No1	diphosphoinositol-1,3,4,6-tetrakisphosphate synthase (No1)	s_0434[c] + 5 s_0794[c] + s_1156[c] + 2 s_1322[c] + 0.0092593 prot_Q12494[c]  <=> s_0309[c] + s_0394[c] + 2 s_0803[c] 		1	  0.00	   Inf	  0.00
r_0359No1	diphthine synthase (No1)	s_0143[c] + s_1416[c] + 3.9683e-05 prot_P32469[c]  <=> s_0144[c] + s_0794[c] + s_1413[c] 		1	  0.00	   Inf	  0.00
r_0360No1	dolichol kinase (No1)	s_0539[c] + s_0642[c] + 1.3889e-05 prot_P20048[c]  <=> s_0467[c] + s_0645[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0361No1	dolichyl-phosphate D-mannosyltransferase (No1)	s_0645[c] + s_0743[c] + 3.9179e-06 prot_P14020[c]  <=> s_0644[er] + s_0739[c] 		1	  0.00	   Inf	  0.00
arm_r_0362	dolichyl-phosphate-mannose--protein mannosyltransferase (arm)	s_0644[er]  <=> pmet_r_0362[er] 		1	  0.00	   Inf	  0.00
r_0362No1	dolichyl-phosphate-mannose--protein mannosyltransferase (No1)	pmet_r_0362[er] + 3.9179e-06 prot_P31382[c] + 3.9179e-06 prot_P33775[c]  <=> s_0646[er] + s_0795[er] + s_1108[er] 		1	  0.00	   Inf	  0.00
r_0362No2	dolichyl-phosphate-mannose--protein mannosyltransferase (No2)	pmet_r_0362[er] + 3.9179e-06 prot_P52867[c]  <=> s_0646[er] + s_0795[er] + s_1108[er] 		1	  0.00	   Inf	  0.00
r_0362No3	dolichyl-phosphate-mannose--protein mannosyltransferase (No3)	pmet_r_0362[er] + 3.9179e-06 prot_P46971[c]  <=> s_0646[er] + s_0795[er] + s_1108[er] 		1	  0.00	   Inf	  0.00
r_0362No4	dolichyl-phosphate-mannose--protein mannosyltransferase (No4)	pmet_r_0362[er] + 3.9179e-06 prot_P47190[c]  <=> s_0646[er] + s_0795[er] + s_1108[er] 		1	  0.00	   Inf	  0.00
r_0363No1	dTMP kinase (No1)	s_0434[c] + s_0649[c] + 3.1211e-05 prot_P00572[c]  <=> s_0394[c] + s_0647[c] 		1	  0.00	   Inf	  0.00
r_0364No1	dUTP diphosphatase (No1)	s_0656[c] + s_0803[c] + 2.8935e-05 prot_P33317[c]  <=> s_0633[c] + s_0654[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0365No1	endopolygalacturonase (No1)	s_0805[e] + s_1309[e] + 5.0295e-07 prot_P47180[c]  <=> s_0560[e] 		1	  0.00	   Inf	  0.00
arm_r_0366	enolase (arm)	s_0188[c]  <=> pmet_r_0366[c] 		1	  0.00	   Inf	  0.00
r_0366No1	enolase (No1)	pmet_r_0366[c] + 3.9124e-06 prot_P00924[c]  <=> s_0803[c] + s_1360[c] 		1	  0.00	   Inf	  0.00
r_0366No2	enolase (No2)	pmet_r_0366[c] + 3.9124e-06 prot_P00925[c]  <=> s_0803[c] + s_1360[c] 		1	  0.00	   Inf	  0.00
arm_r_0368	ethanolamine kinase (arm)	s_0434[c] + s_0683[c]  <=> pmet_r_0368[c] 		1	  0.00	   Inf	  0.00
r_0368No1	ethanolamine kinase (No1)	pmet_r_0368[c] + 2.1533e-05 prot_Q03764[c]  <=> s_0394[c] + s_0794[c] + s_1239[c] 		1	  0.00	   Inf	  0.00
r_0368No2	ethanolamine kinase (No2)	0.00010893 prot_P20485[c] + pmet_r_0368[c]  <=> s_0394[c] + s_0794[c] + s_1239[c] 		1	  0.00	   Inf	  0.00
r_0369No1	ethyl acetate-hydrolyzing esterase (No1)	s_0685[c] + s_0803[c] + 0.0011478 prot_P41734[c]  <=> s_0362[c] + s_0680[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
arm_r_0370	exo-1,3-beta-glucan glucohydrase (arm)	s_0003[e] + s_0805[e]  <=> pmet_r_0370[e] 		1	  0.00	   Inf	  0.00
r_0370No1	exo-1,3-beta-glucan glucohydrase (No1)	pmet_r_0370[e] + 9.4003e-09 prot_P52911[c]  <=> s_0565[e] 		1	  0.00	   Inf	  0.00
r_0370No2	exo-1,3-beta-glucan glucohydrase (No2)	pmet_r_0370[e] + 9.4003e-09 prot_P15703[c]  <=> s_0565[e] 		1	  0.00	   Inf	  0.00
r_0370No3	exo-1,3-beta-glucan glucohydrase (No3)	pmet_r_0370[e] + 9.4003e-09 prot_P23776[c]  <=> s_0565[e] 		1	  0.00	   Inf	  0.00
r_0370No4	exo-1,3-beta-glucan glucohydrase (No4)	pmet_r_0370[e] + 1.7806e-08 prot_P53753[c]  <=> s_0565[e] 		1	  0.00	   Inf	  0.00
r_0370No5	exo-1,3-beta-glucan glucohydrase (No5)	pmet_r_0370[e] + 9.4003e-09 prot_P32603[c]  <=> s_0565[e] 		1	  0.00	   Inf	  0.00
r_0373No1	farnesyltranstransferase (No1)	s_0190[c] + s_0943[c] + 8.4175e-05 prot_Q12051[c]  <=> s_0189[c] + s_0633[c] 		1	  0.00	   Inf	  0.00
r_0399No1	fatty-acid--CoA ligase (decanoate) (No1)	s_0439[p] + s_0534[p] + s_0600[p] + 0.0095785 prot_P39518[c]  <=> s_0426[p] + s_0605[p] + s_0638[p] 		1	  0.00	   Inf	  0.00
r_0400No1	fatty-acid--CoA ligase (dodecanoate) (No1)	s_0439[p] + s_0534[p] + s_1070[p] + 0.0095785 prot_P39518[c]  <=> s_0426[p] + s_0638[p] + s_1076[p] 		1	  0.00	   Inf	  0.00
r_0402No1	fatty-acid--CoA ligase (hexadecanoate) (No1)	s_0439[p] + s_0534[p] + s_1291[p] + 0.0095785 prot_P39518[c]  <=> s_0426[p] + s_0638[p] + s_1305[p] 		1	  0.00	   Inf	  0.00
r_0410No1	fatty-acid--CoA ligase (octanoate) (No1)	s_0439[p] + s_0534[p] + s_1253[p] + 0.0095785 prot_P39518[c]  <=> s_0426[p] + s_0638[p] + s_1258[p] 		1	  0.00	   Inf	  0.00
r_0412No1	fatty-acid--CoA ligase (tetradecanoate) (No1)	s_0439[p] + s_0534[p] + s_1166[p] + 0.0095785 prot_P39518[c]  <=> s_0426[p] + s_0638[p] + s_1179[p] 		1	  0.00	   Inf	  0.00
r_0436No1	ferrochelatase (No1)	s_0926[m] + s_1383[m] + 0.00092593 prot_P16622[c]  <=> s_0712[m] + 2 s_0799[m] 		1	  0.00	   Inf	  0.00
arm_r_0437	ferrocytochrome-c:hydrogen-peroxide oxidoreductase (arm)	2 s_0710[m] + s_0838[m]  <=> pmet_r_0437[m] 		1	  0.00	   Inf	  0.00
r_0437No1	ferrocytochrome-c:hydrogen-peroxide oxidoreductase (No1)	2.7778e-07 prot_P00045[c] + pmet_r_0437[m] + 2.7778e-07 prot_P00431[c]  <=> 2 s_0709[m] + 2 s_0807[m] 		1	  0.00	   Inf	  0.00
r_0437No2	ferrocytochrome-c:hydrogen-peroxide oxidoreductase (No2)	2.7778e-07 prot_P00044[c] + pmet_r_0437[m] + 2.7778e-07 prot_P00431[c]  <=> 2 s_0709[m] + 2 s_0807[m] 		1	  0.00	   Inf	  0.00
r_0438No1	ferrocytochrome-c:oxygen oxidoreductase (No1)	s_0710[m] + 1.266 s_0799[m] + 0.25 s_1278[m] + 4.0054e-07 prot_P00401[c] + 4.0054e-07 prot_P00410[c] + 4.0054e-07 prot_P00420[c] + 4.0054e-07 prot_P07255[c] + 4.0054e-07 prot_P04037[c] + 4.0054e-07 prot_P32799[c] + 4.0054e-07 prot_P00427[c] + 4.0054e-07 prot_P00425[c] + 4.0054e-07 prot_Q01519[c] + 8.0109e-07 prot_P04039[c] + 4.0054e-07 prot_P10174[c]  <=> s_0709[m] + 0.633 s_0794[c] + 0.5 s_0807[m] 		1	  0.00	1000.00	  0.00
r_0439No1	ubiquinol:ferricytochrome c reductase (No1)	2 s_0709[m] + 1.266 s_0799[m] + s_1535[m] + 2.5253e-06 prot_P00163[c] + 2.5253e-06 prot_P07256[c] + 2.5253e-06 prot_P00128[c] + 2.5253e-06 prot_P08067[c] + 2.5253e-06 prot_P00127[c] + 2.5253e-06 prot_P22289[c] + 2.5253e-06 prot_P37299[c] + 2.5253e-06 prot_P08525[c] + 2.5253e-06 prot_P07143[c] + 2.5253e-06 prot_P07257[c]  <=> 2 s_0710[m] + 2.532 s_0794[c] + s_1537[m] 		1	  0.00	1000.00	  0.00
r_0440No1	FMN adenylyltransferase (No1)	s_0434[c] + s_0714[c] + s_0794[c] + 7.5075e-07 prot_P38913[c]  <=> s_0633[c] + s_0687[c] 		1	  0.00	   Inf	  0.00
r_0441No1	FMN reductase (No1)	s_0714[c] + s_0794[c] + s_1203[c] + 1.4775e-05 prot_Q07923[c]  <=> s_0717[c] + s_1198[c] 		1	  0.00	   Inf	  0.00
r_0442No1	FMN reductase (No1)	s_0714[c] + s_0794[c] + s_1212[c] + 6.9444e-08 prot_Q07923[c]  <=> s_0717[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0443No1	formaldehyde dehydrogenase (No1)	s_0721[c] + s_0750[c] + s_1198[c] + 0.0010404 prot_P32771[c]  <=> s_0794[c] + s_1203[c] + s_1421[c] 		1	  0.00	   Inf	  0.00
r_0445No1	formate dehydrogenase (No1)	s_0722[c] + s_1198[c] + 2.7778e-05 prot_Q08911[c]  <=> s_0456[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
r_0446No1	formate-tetrahydrofolate ligase (No1)	s_0434[c] + s_0722[c] + s_1487[c] + 1.3889e-06 prot_P07245[c]  <=> s_0120[c] + s_0394[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0447No1	formate-tetrahydrofolate ligase (No1)	s_0437[m] + s_0724[m] + s_1488[m] + 4.5687e-05 prot_P09440[c]  <=> s_0121[m] + s_0397[m] + s_1326[m] 		1	  0.00	   Inf	  0.00
r_0448No1	fructose-2,6-bisphosphate 2-phosphatase (No1)	s_0442[c] + s_0803[c] + 0.0027778 prot_P32604[c]  <=> s_0557[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0449No1	fructose-bisphosphatase (No1)	s_0555[c] + s_0803[c] + 3.9853e-06 prot_P09201[c]  <=> s_0557[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0450No1	fructose-bisphosphate aldolase (No1)	s_0555[c] + 8.547e-06 prot_P14540[c]  <=> s_0629[c] + s_0764[c] 		1	  0.00	   Inf	  0.00
r_0451No1	fumarase (No1)	s_0727[m] + s_0807[m] + 2.6838e-07 prot_P08417[c]  <=> s_0068[m] 		1	  0.00	   Inf	  0.00
r_0452No1	fumarase, cytoplasmic (No1)	s_0725[c] + s_0803[c] + 2.6838e-07 prot_P08417[c]  <=> s_0066[c] 		1	  0.00	   Inf	  0.00
r_0453No1	dihydoorotic acid dehydrogenase (No1)	s_0061[c] + s_0725[c] + 3.268e-05 prot_P28272[c]  <=> s_1269[c] + s_1458[c] 		1	  0.00	   Inf	  0.00
r_0454No1	fumarate reductase (No1)	s_0690[m] + s_0727[m] + 1.8038e-05 prot_P32614[c]  <=> s_0688[m] + s_1460[m] 		1	  0.00	   Inf	  0.00
r_0455No1	soluble fumarate reductase (No1)	s_0689[c] + s_0725[c] + 1.8038e-05 prot_P32614[c]  <=> s_0687[c] + s_1458[c] 		1	  0.00	   Inf	  0.00
r_0457No1	g-glutamyltransferase (No1)	s_0750[c] + s_0955[c] + 2.2222e-07 prot_Q05902[c]  <=> s_0983[c] + s_0987[c] 		1	  0.00	   Inf	  0.00
r_0458No1	galactokinase (No1)	s_0434[c] + s_0558[c] + 1.2456e-05 prot_P04385[c]  <=> s_0394[c] + s_0410[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0459No1	galactose-1-phosphate uridylyltransferase (No1)	s_0410[c] + s_0794[c] + s_1559[c] + 7.716e-06 prot_P08431[c]  <=> s_0633[c] + s_1541[c] 		1	  0.00	   Inf	  0.00
r_0460No1	gamma-glutamylcysteine synthetase (No1)	s_0434[c] + s_0981[c] + s_0991[c] + 2.726e-08 prot_P32477[c]  <=> s_0394[c] + s_0794[c] + s_0988[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0462No1	geranyltranstransferase (No1)	s_0745[c] + s_0943[c] + 0.00017669 prot_P08524[c]  <=> s_0190[c] + s_0633[c] 		1	  0.00	   Inf	  0.00
r_0463No1	glucan 1,4-alpha-glucosidase (No1)	s_0773[c] + s_0803[c] + 1.0808e-07 prot_Q06625[c]  <=> s_0563[c] 		1	  0.00	   Inf	  0.00
r_0464No1	glucan 1,4-alpha-glucosidase, vacuole (No1)	s_0774[v] + s_0810[v] + 8.4688e-07 prot_P08019[c]  <=> s_0566[v] 		1	  0.00	   Inf	  0.00
r_0466No1	glucose 6-phosphate dehydrogenase (No1)	s_0568[c] + s_1207[c] + 4.3897e-07 prot_P11412[c]  <=> s_0335[c] + s_0794[c] + s_1212[c] 		1	  0.00	   Inf	  0.00
r_0467No1	glucose-6-phosphate isomerase (No1)	s_0568[c] + 4.0552e-07 prot_P12709[c]  <=> s_0557[c] 		1	  0.00	   Inf	  0.00
r_0468No1	glutamate 5-kinase (No1)	s_0434[c] + s_0991[c] + 7.8468e-07 prot_P32264[c]  <=> s_0394[c] + s_0986[c] 		1	  0.00	   Inf	  0.00
r_0469No1	glutamate decarboxylase (No1)	s_0794[c] + s_0991[c] + 4.6874e-06 prot_Q04792[c]  <=> s_0456[c] + s_0734[c] 		1	  0.00	   Inf	  0.00
r_0470No1	glutamate dehydrogenase (NAD) (No1)	s_0803[c] + s_0991[c] + s_1198[c] + 1.1574e-05 prot_P33327[c]  <=> s_0180[c] + s_0419[c] + s_0794[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
arm_r_0471	glutamate dehydrogenase (NADP) (arm)	s_0180[c] + s_0419[c] + s_0794[c] + s_1212[c]  <=> pmet_r_0471[c] 		1	  0.00	   Inf	  0.00
r_0471No1	glutamate dehydrogenase (NADP) (No1)	pmet_r_0471[c] + 9.6956e-09 prot_P39708[c]  <=> s_0803[c] + s_0991[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0471No2	glutamate dehydrogenase (NADP) (No2)	pmet_r_0471[c] + 9.6956e-09 prot_P07262[c]  <=> s_0803[c] + s_0991[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0472No1	glutamate synthase (NADH2) (No1)	s_0180[c] + s_0794[c] + s_0999[c] + s_1203[c] + 3.9683e-06 prot_Q12680[c]  <=> 2 s_0991[c] + s_1198[c] 		1	  0.00	   Inf	  0.00
r_0473No1	glutamate-5-semialdehyde dehydrogenase (No1)	s_0794[c] + s_0986[c] + s_1212[c] + 6.4599e-07 prot_P54885[c]  <=> s_0997[c] + s_1207[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0476No1	glutamine synthetase (No1)	s_0419[c] + s_0434[c] + s_0991[c] + 1.6909e-06 prot_P32288[c]  <=> s_0394[c] + s_0794[c] + s_0999[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0477No1	glutamine-fructose-6-phosphate transaminase (No1)	s_0557[c] + s_0999[c] + 7.8247e-06 prot_P14742[c]  <=> s_0412[c] + s_0991[c] 		1	  0.00	   Inf	  0.00
r_0478No1	glutaminyl-tRNA synthetase (No1)	s_0434[c] + s_0999[c] + s_1590[c] + 8.6806e-05 prot_P13188[c]  <=> s_0423[c] + s_0633[c] + s_0747[c] 		1	  0.00	   Inf	  0.00
r_0479No1	glutamyl-tRNA synthetase (No1)	s_0434[c] + s_0991[c] + s_1591[c] + 0.00012626 prot_P46655[c]  <=> s_0423[c] + s_0633[c] + s_0748[c] 		1	  0.00	   Inf	  0.00
r_0480No1	glutamyl-tRNA synthetase (No1)	s_0437[m] + s_0993[m] + s_1592[m] + 0.00012626 prot_P48525[c]  <=> s_0424[m] + s_0636[m] + s_0749[m] 		1	  0.00	   Inf	  0.00
arm_r_0481	glutathione oxidoreductase (arm)	s_0754[c] + s_0794[c] + s_1212[c]  <=> pmet_r_0481[c] 		1	  0.00	   Inf	  0.00
r_0481No1	glutathione oxidoreductase (No1)	pmet_r_0481[c] + 3.0864e-07 prot_P25373[c] + 3.0864e-07 prot_P41921[c]  <=> 2 s_0750[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0481No2	glutathione oxidoreductase (No2)	pmet_r_0481[c] + 3.0864e-07 prot_P41921[c] + 3.0864e-07 prot_Q03835[c]  <=> 2 s_0750[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0481No3	glutathione oxidoreductase (No3)	pmet_r_0481[c] + 3.0864e-07 prot_P41921[c] + 3.0864e-07 prot_P17695[c]  <=> 2 s_0750[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0481No4	glutathione oxidoreductase (No4)	pmet_r_0481[c] + 3.0864e-07 prot_P41921[c] + 3.0864e-07 prot_P32642[c]  <=> 2 s_0750[c] + s_1207[c] 		1	  0.00	   Inf	  0.00
r_0482No1	glutathione oxidoreductase (No1)	s_0756[m] + s_0799[m] + s_1214[m] + 3.0864e-07 prot_P41921[c] + 3.0864e-07 prot_Q02784[c]  <=> 2 s_0752[m] + s_1210[m] 		1	  0.00	   Inf	  0.00
arm_r_0483	glutathione peridoxase (arm)	2 s_0750[c] + s_0837[c]  <=> pmet_r_0483[c] 		1	  0.00	   Inf	  0.00
r_0483No1	glutathione peridoxase (No1)	pmet_r_0483[c] + 4.1459e-07 prot_P38143[c]  <=> s_0754[c] + 2 s_0803[c] 		1	  0.00	   Inf	  0.00
r_0483No2	glutathione peridoxase (No2)	2.9026e-07 prot_P25373[c] + pmet_r_0483[c]  <=> s_0754[c] + 2 s_0803[c] 		1	  0.00	   Inf	  0.00
r_0483No3	glutathione peridoxase (No3)	2.9026e-07 prot_P17695[c] + pmet_r_0483[c]  <=> s_0754[c] + 2 s_0803[c] 		1	  0.00	   Inf	  0.00
r_0483No4	glutathione peridoxase (No4)	pmet_r_0483[c] + 2.9026e-07 prot_P40581[c]  <=> s_0754[c] + 2 s_0803[c] 		1	  0.00	   Inf	  0.00
r_0483No5	glutathione peridoxase (No5)	pmet_r_0483[c] + 4.1459e-07 prot_P36014[c]  <=> s_0754[c] + 2 s_0803[c] 		1	  0.00	   Inf	  0.00
r_0485No1	glutathione synthetase (No1)	s_0434[c] + s_0988[c] + s_1003[c] + 5.0505e-06 prot_Q08220[c]  <=> s_0394[c] + s_0750[c] + s_0794[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
arm_r_0486	glyceraldehyde-3-phosphate dehydrogenase (arm)	s_0764[c] + s_1198[c] + s_1322[c]  <=> pmet_r_0486[c] 		1	  0.00	   Inf	  0.00
r_0486No1	glyceraldehyde-3-phosphate dehydrogenase (No1)	pmet_r_0486[c] + 1.1246e-05 prot_P00359[c]  <=> s_0075[c] + s_0794[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
r_0486No2	glyceraldehyde-3-phosphate dehydrogenase (No2)	pmet_r_0486[c] + 1.1246e-05 prot_P00360[c]  <=> s_0075[c] + s_0794[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
r_0486No3	glyceraldehyde-3-phosphate dehydrogenase (No3)	pmet_r_0486[c] + 1.1246e-05 prot_P00358[c]  <=> s_0075[c] + s_0794[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
r_0487No1	glycerol dehydrogenase (NADP-dependent) (No1)	s_0765[c] + s_1207[c] + 1.7042e-05 prot_P14065[c]  <=> s_0771[c] + s_0794[c] + s_1212[c] 		1	  0.00	   Inf	  0.00
r_0488No1	glycerol kinase (No1)	s_0434[c] + s_0765[c] + 1.6633e-07 prot_P32190[c]  <=> s_0394[c] + s_0767[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
arm_r_0489	glycerol-3-phosphatase (arm)	s_0767[c] + s_0803[c]  <=> pmet_r_0489[c] 		1	  0.00	   Inf	  0.00
r_0489No1	glycerol-3-phosphatase (No1)	pmet_r_0489[c] + 2.489e-05 prot_P40106[c]  <=> s_0765[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0489No2	glycerol-3-phosphatase (No2)	pmet_r_0489[c] + 2.489e-05 prot_P41277[c]  <=> s_0765[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_0490No1	glycerol-3-phosphate dehydrogenase (fad) (No1)	s_0688[m] + s_0770[m] + 8.3417e-06 prot_P32191[c]  <=> s_0632[m] + s_0690[m] 		1	  0.00	   Inf	  0.00
arm_r_0491	glycerol-3-phosphate dehydrogenase (NAD) (arm)	s_0629[c] + s_0794[c] + s_1203[c]  <=> pmet_r_0491[c] 		1	  0.00	   Inf	  0.00
r_0491No1	glycerol-3-phosphate dehydrogenase (NAD) (No1)	pmet_r_0491[c] + 2.4582e-06 prot_Q00055[c]  <=> s_0767[c] + s_1198[c] 		1	  0.00	   Inf	  0.00
r_0491No2	glycerol-3-phosphate dehydrogenase (NAD) (No2)	pmet_r_0491[c] + 2.4582e-06 prot_P41911[c]  <=> s_0767[c] + s_1198[c] 		1	  0.00	   Inf	  0.00
r_0492No1	glycerol-3-phosphate dehydrogenase (NAD) (No1)	s_0632[m] + s_0799[m] + s_1205[m] + 2.4582e-06 prot_P41911[c]  <=> s_0770[m] + s_1200[m] 		1	  0.00	   Inf	  0.00
r_0497No1	glycerophosphodiester phosphodiesterase (glycerophosphocholine) (No1)	s_0803[c] + s_1433[c] + 8.4175e-05 prot_Q02979[c]  <=> s_0512[c] + s_0767[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
r_0499No1	glycinamide ribotide transformylase (No1)	s_0120[c] + s_0325[c] + 6.9444e-06 prot_P04161[c]  <=> s_0301[c] + s_0794[c] + s_1487[c] 		1	  0.00	   Inf	  0.00
r_0501No1	glycine cleavage system (No1)	s_1005[m] + s_1200[m] + s_1488[m] + 3.0899e-07 prot_P39726[c] + 3.0899e-07 prot_P48015[c] + 3.0899e-07 prot_P09624[c] + 3.0899e-07 prot_P49095[c]  <=> s_0307[m] + s_0421[m] + s_0460[m] + s_1205[m] 		1	  0.00	   Inf	  0.00
r_0502No1	glycine hydroxymethyltransferase (No1)	s_1039[c] + s_1487[c] + 4.3403e-07 prot_P37291[c]  <=> s_0306[c] + s_0803[c] + s_1003[c] 		1	  0.00	   Inf	  0.00
r_0503No1	glycine hydroxymethyltransferase (No1)	s_1042[m] + s_1488[m] + 4.3403e-07 prot_P37292[c]  <=> s_0307[m] + s_0807[m] + s_1005[m] 		1	  0.00	   Inf	  0.00
r_0504No1	glycine-cleavage complex (lipoamide) (No1)	s_0799[m] + s_1005[m] + s_1097[m] + 4.2801e-07 prot_P39726[c] + 4.2801e-07 prot_P48015[c] + 4.2801e-07 prot_P09624[c] + 4.2801e-07 prot_P49095[c]  <=> s_0460[m] + s_1409[m] 		1	  0.00	   Inf	  0.00
arm_r_0505	glycine-cleavage complex (lipoamide) (arm)	s_0627[m] + s_1200[m]  <=> pmet_r_0505[m] 		1	  0.00	   Inf	  0.00
r_0505No1	glycine-cleavage complex (lipoamide) (No1)	3.0899e-07 prot_P39726[c] + 3.0899e-07 prot_P48015[c] + 3.0899e-07 prot_P09624[c] + 3.0899e-07 prot_P49095[c] + pmet_r_0505[m]  <=> s_0799[m] + s_1097[m] + s_1205[m] 		1	  0.00	   Inf	  0.00
r_0505No2	glycine-cleavage complex (lipoamide) (No2)	9.992e-06 prot_P09624[c] + pmet_r_0505[m] + 9.992e-06 prot_P19262[c] + 9.992e-06 prot_P20967[c]  <=> s_0799[m] + s_1097[m] + s_1205[m] 		1	  0.00	   Inf	  0.00
