uniprot,mw,abundance
P28263,24599.8,2.23e-05
Q08579,67185.0,2.09e-06
P53036,94665.0,1.0300000000000001e-05
P28240,62399.4,0.000547
Q06593,101261.6,1.06e-06
P38902,13612.6,9.059999999999999e-05
P54003,33830.2,0.000485
P38987,27303.8,1.34e-05
P38700,69986.6,2.6e-05
P38291,15820.5,8.390000000000001e-06
P38725,12876.8,1.0900000000000002e-06
P20133,36653.2,1.53e-05
P35191,55579.8,0.000137
Q12749,128010.4,4.81e-06
P40367,94834.5,1.2800000000000001e-05
Q03920,24965.9,3.18e-05
P36528,32218.0,0.000144
P46654,27945.6,0.001479
P15703,34099.7,0.000486
P32633,16108.5,2.76e-06
Q04336,126588.1,6.28e-05
Q08622,63878.3,1.07e-05
Q05902,73164.1,1.0199999999999999e-05
P17064,58191.5,0.000143
P38302,15969.1,1.98e-05
P38699,83486.5,6.25e-06
Q08581,95325.1,3.3600000000000004e-05
P39969,115697.8,1.87e-05
Q3E736,9037.5,8.7e-08
P39516,14661.1,0.000512
P53058,22142.0,1.37e-06
P40559,108423.4,3.52e-06
P32474,58949.2,6.2e-06
P36117,102518.2,6.81e-06
Q06178,45853.5,6.26e-05
P36048,114025.0,1.4099999999999999e-05
P04912,14002.5,0.000738
P27514,99494.3,5.97e-05
P23641,32821.4,0.00029
P48360,56246.8,2.1899999999999997e-05
P47020,12809.1,1.1e-06
Q06813,42583.9,1.48e-06
P06104,19682.7,4.8299999999999995e-05
P07560,23506.0,0.000138
P32807,70642.0,1.75e-05
P07271,97697.2,1.09e-05
P26725,50820.4,5.3899999999999996e-05
P00401,58795.3,5.41e-06
Q07555,32925.6,6.3e-06
Q06205,43868.6,0.000195
Q8TGR8,35751.6,
Q07951,20050.8,1.65e-05
P40327,48822.7,2.34e-05
Q99216,30335.9,4.0600000000000004e-05
Q04893,113165.6,
P36150,66120.8,8.07e-06
Q12481,36129.0,4.849999999999999e-06
P40473,39503.0,8.720000000000001e-06
A0A023PXF2,12245.9,1.23e-07
P20606,21444.8,5.95e-05
P0CX96,18609.1,6.999999999999999e-09
Q12284,22141.7,8.6e-05
Q12396,50958.7,2.83e-06
P47177,45162.5,4.74e-06
P47008,34390.6,0.000194
P32859,14916.7,1.46e-06
P33335,59430.2,2.38e-06
P39008,49676.6,3.6700000000000004e-05
P38810,103937.2,0.000184
Q08649,52614.4,1.48e-05
P40302,25604.3,0.00023
Q06247,69576.7,1.0500000000000001e-06
P29704,51707.2,0.000198
P48527,55301.1,1.67e-05
P53925,74031.3,6.17e-06
Q08032,74209.6,1.7800000000000002e-05
P14922,107160.9,0.00011
P53852,87526.0,0.000419
Q12174,12748.3,1.0700000000000001e-06
Q08811,12872.2,1.18e-06
P53751,125149.6,2.36e-06
P85052,18005.8,
P36001,48143.0,1.53e-06
Q08968,78294.4,2.24e-05
P33203,69073.8,4.7300000000000005e-06
P04039,8917.9,3.4e-05
P0CX28,12239.0,0.000571
P11433,96946.8,2.3899999999999998e-05
P34218,97573.4,3.38e-06
P25574,87152.8,9.55e-05
P53980,49897.7,1.1e-05
Q12434,23135.3,5.85e-05
Q05029,82026.3,6.25e-05
Q9ZZX7,12477.2,
Q3E824,9618.8,6.15e-06
Q08438,73595.7,2.81e-06
Q3E843,5277.1,
Q9ZZX1,72191.6,0.0
P32905,28006.5,0.001151
Q3E739,7685.1,9.399999999999999e-07
P53230,44220.2,5.03e-06
P50080,67181.2,1.73e-06
Q04223,35273.6,5.29e-06
Q06188,35521.0,3.5e-05
P47822,16063.5,1.6899999999999997e-05
P11986,59633.6,8.790000000000001e-05
P53057,17948.7,1.13e-06
P36130,72807.9,9.640000000000001e-06
A0A023PZK4,13687.5,6.600000000000001e-08
Q06677,75000.5,2.72e-05
A0A023PYH8,14130.5,1.45e-07
P38075,26908.5,0.000106
P25342,37016.2,0.000162
Q12439,49738.0,2.9300000000000003e-06
P35056,69298.8,2.36e-05
P31383,70873.7,0.000368
P40062,12742.5,1.35e-06
P00420,30356.9,
Q06834,33337.3,1.59e-06
Q02555,54075.3,5.29e-05
P10507,51082.3,3.6e-05
Q07451,22903.0,0.000104
P38996,90357.3,8.6e-05
Q3E7Y6,8545.0,3.7799999999999997e-07
P40038,47001.6,1.9399999999999997e-05
P38310,51412.3,2.46e-05
P40526,30315.8,1.46e-06
P38085,68760.1,6.720000000000001e-05
Q02326,19980.8,0.000933
Q12465,133908.6,4.29e-05
P35190,51569.1,1.71e-06
Q99344,33265.7,1.06e-05
Q08522,12548.2,1.56e-06
P32573,31117.3,4.2900000000000004e-06
Q8TGS0,5429.4,3.9399999999999995e-05
P05744,12170.4,0.000251
Q12385,45152.2,1.74e-06
P52490,17464.1,0.0001
Q08496,85093.0,4.13e-06
Q3E7Z0,7220.1,5e-09
P25596,68934.9,1.2e-06
P53913,20043.2,9.18e-06
P08524,40474.7,0.000311
P40335,42550.5,1.7199999999999998e-05
P40492,59891.8,1.25e-05
P38934,54652.0,0.000666
P53726,13727.3,2e-06
P07272,102724.7,1.5800000000000001e-06
Q99339,13495.0,1.2e-06
P50944,80040.6,1.9699999999999998e-06
P53067,113856.7,3.07e-05
Q04969,20808.1,7.5e-05
P40422,7723.1,6.53e-05
Q03048,15896.9,0.000699
P43551,53239.1,1.42e-06
P15274,93288.5,0.000116
P29340,21112.4,3.05e-06
Q06333,13951.9,7.4e-06
P07284,53302.0,0.000925
P40317,101100.6,4.139999999999999e-06
Q08992,25940.6,2.4500000000000003e-06
P53848,93108.8,5.7600000000000004e-05
P38427,123007.1,0.000123
P38883,86717.5,0.000165
P39967,86244.3,3.4e-06
O13523,20877.9,1.54e-06
P42837,101720.8,7.62e-06
Q07748,38577.1,1.4299999999999999e-06
P53089,11359.9,1.3e-06
P38270,40469.3,1.21e-06
P45820,12518.9,1.32e-06
P0C5N0,7345.7,5.400000000000001e-08
Q08975,61321.8,3.6099999999999997e-06
Q03036,21525.7,3.8599999999999995e-06
P11938,92368.2,6.709999999999999e-05
P40535,65266.2,2.8100000000000002e-05
Q12690,22580.6,0.001384
P40895,13867.2,1.03e-06
Q08741,12163.5,1.24e-06
P62651,8037.4,
Q06702,34625.5,1.49e-06
Q03208,40074.5,2.32e-06
Q08985,36658.8,0.000597
P0CY07,20428.7,6.4e-08
Q08956,52861.8,1.23e-06
Q12253,31062.2,1.24e-06
P0CX65,49130.1,1.4099999999999999e-05
P38756,48880.8,0.000169
P43576,13752.9,1.17e-06
P22354,22413.3,1.62e-05
Q02659,20612.6,1.6200000000000002e-06
P38431,45240.4,0.000814
P47047,122040.2,0.000157
P38862,71419.8,2.08e-06
Q3E813,6050.2,2.61e-07
Q12035,25646.5,4.41e-05
P40072,30741.2,2.34e-06
P28241,39743.9,0.000592
Q3E835,10547.1,3.48e-07
Q7M4S9,86974.6,1.48e-06
P06633,23826.4,1.98e-05
P0C5R5,10102.0,1.4e-06
Q05926,12520.5,1.3300000000000001e-05
P0CL34,18635.2,
P53950,128109.1,2.1800000000000003e-06
P53282,14472.4,1.2e-06
P53286,47148.9,5.62e-06
P33312,27114.5,2.35e-06
P25038,75668.6,3.6200000000000006e-05
Q08361,15721.1,1.31e-06
P34232,20784.9,3.74e-05
Q04924,79868.0,8.740000000000001e-05
P00958,85668.8,0.001065
P0CX86,3354.4,0.000609
P36002,73520.4,3.15e-06
Q03466,100015.0,4.27e-06
Q12130,15934.3,1.6299999999999999e-06
A0A0B7P221,3474.3,
Q04398,15586.7,3.3399999999999998e-06
P38065,115024.8,1.9699999999999998e-05
Q12221,119522.9,1.4599999999999999e-05
P15365,60857.7,2.17e-06
P38178,16170.3,1.28e-06
P36082,15171.7,1.49e-06
Q12240,15190.8,1.19e-06
P18238,33333.4,2.3199999999999998e-05
P0C5L5,3113.9,
A0A023PXC7,15992.5,
Q01802,51807.0,6.659999999999999e-05
P38149,98046.5,3.99e-05
Q12136,70198.8,1.75e-05
P38182,13630.9,2.34e-05
P54861,84956.7,0.000134
P25441,46671.1,4.1700000000000004e-05
Q12471,45304.9,3.29e-06
P53175,12069.3,1.28e-06
P40024,68370.8,0.000503
Q04177,71967.1,0.000321
P53889,28796.4,4.9e-05
P40508,36950.5,1.05e-05
P53224,25241.9,3.78e-05
Q07790,14752.7,1.26e-06
Q03790,52634.5,2.93e-05
P36126,195204.3,9.08e-06
P41819,35964.4,2.3e-05
Q08991,41978.6,2.6e-06
Q08980,39704.2,1.46e-06
P38836,49809.4,2.49e-05
Q06132,102841.0,3.79e-05
Q01684,21526.2,1.72e-06
P36973,19974.0,1.35e-05
Q03862,65211.3,0.000508
P54780,24463.9,0.000594
P38746,45715.1,2.2100000000000002e-05
P40524,12044.4,5.690000000000001e-06
Q04868,30570.0,8.98e-06
Q08906,15303.0,5.1e-07
Q03825,85051.3,2.42e-06
Q12282,26134.7,3.05e-06
Q02983,41717.3,2.62e-06
P40958,22278.2,1.3300000000000001e-05
P47137,32342.4,0.000132
P28791,43874.4,4.93e-05
P32584,27888.8,3.06e-05
P40825,107252.8,0.001079
P53170,57296.4,9.1e-06
P53977,12547.0,1.08e-06
P0CX69,49130.1,1.4099999999999999e-05
P48231,132520.4,9.190000000000001e-05
P46990,20574.9,0.000718
P38760,75950.7,2.09e-06
P53184,24985.5,0.000149
P19358,42245.2,0.000732
Q06337,112519.7,2.53e-06
P0C2I6,198410.3,4.9100000000000004e-06
Q08003,22857.3,6.4100000000000005e-06
P32458,47626.9,0.000115
P22209,51209.0,2.72e-07
Q12453,84756.2,3.46e-05
P00572,24683.6,3.02e-05
P25377,39347.9,2.5e-05
P20457,62267.4,4.219999999999999e-06
P0C5L4,6239.7,2.26e-07
P38337,16423.5,2.14e-05
P23254,73802.2,0.001198
P38857,14565.1,5.2e-05
Q3E764,6953.5,0.000121
P43600,25704.8,1.34e-06
Q04228,66741.7,0.000116
Q12059,52841.0,1.35e-06
P50077,234618.1,2.2799999999999998e-06
P32334,133054.5,2.99e-05
Q04502,14173.7,1.34e-06
Q07938,37858.0,0.000141
P53891,46175.5,2.37e-06
Q05899,13938.0,9.859999999999999e-06
P40988,62778.5,1.51e-05
P32772,25728.6,1.28e-06
A0A023PZL2,14516.7,1.29e-06
P39999,12212.6,5.98e-06
P25693,35225.0,3.2599999999999997e-06
Q99325,29685.9,2.59e-05
P0CX85,13932.9,0.006048
Q12468,50800.4,2.68e-06
Q00684,61909.4,8.35e-05
P38084,67775.0,0.00024
P38832,16633.6,
P00447,25776.4,0.000189
P20052,33235.2,2.26e-06
O74302,49010.0,2.01e-05
Q03758,104791.7,8.2e-06
P53438,85648.4,9.17e-06
P36103,32299.6,2.3100000000000002e-05
P32319,177695.5,0.000106
P38274,95139.2,1.36e-05
P32566,57035.6,0.000171
Q12195,8891.4,1.2e-06
Q99252,68019.4,2.2799999999999998e-06
P35208,72907.0,1.49e-05
P33308,17373.6,1.55e-05
P0C270,3955.8,
Q12341,43861.8,1.6800000000000002e-05
P47156,84971.4,7.1299999999999995e-06
P32347,41348.5,0.00011
Q08905,80586.8,1.0900000000000002e-06
Q3E782,5155.3,
Q3E7A2,6265.7,
P38286,38722.7,0.000517
P24720,77240.7,1.35e-05
P48240,27566.3,7.840000000000001e-05
Q03787,43795.0,1.38e-06
P22139,8278.8,0.000117
P50943,16170.5,1.13e-06
P36029,69225.0,1.94e-06
P37291,52218.0,0.001096
P32432,74772.5,1.0199999999999999e-05
P54113,65277.0,0.000245
P29029,58993.2,7.840000000000001e-05
P38147,60008.3,2.35e-05
P10849,51189.8,2.2800000000000002e-05
P48558,33636.2,2.0299999999999996e-06
P35209,84685.1,2.76e-06
P40054,51180.7,0.000429
Q8TGP4,6697.2,
P19262,50436.3,0.000117
A0A023PYE4,12910.0,4.24e-07
Q8TGQ0,8985.9,
P47040,46382.5,1.6299999999999999e-06
P40467,108770.4,1.73e-05
P32617,18549.3,2.83e-05
P53139,16054.8,2.94e-05
A0A023PZH4,11830.8,1.26e-07
P24719,56853.3,1.33e-06
P53191,70618.7,9.14e-06
P34228,127993.3,3.32e-06
P34217,73765.8,5.2600000000000005e-05
P43608,12463.0,1.1399999999999999e-06
P40348,39746.0,0.000105
Q03205,23262.1,1.5e-06
P32771,41039.5,0.000273
P04385,57940.9,3.87e-06
P50112,29759.3,1.75e-07
P31380,128470.9,9.120000000000001e-05
P39904,74322.5,3.5600000000000005e-05
P32628,42328.0,0.000304
O13536,11912.3,1.49e-06
P38349,50022.4,2.87e-05
P11710,57793.2,2.27e-06
Q07530,34307.3,2.4900000000000003e-06
P40518,17131.6,0.000129
Q02773,139341.2,2.18e-05
Q96VH3,14618.2,1.56e-06
P31374,152294.2,1.7199999999999998e-05
Q08887,60537.5,8.93e-06
P53146,28099.9,1.65e-05
P33760,115553.4,2.2899999999999998e-05
P20437,62038.2,5.12e-06
Q12046,38433.0,3.27e-05
P47066,11535.5,1.1000000000000001e-08
P25655,240261.3,0.000115
P04046,56713.0,0.000274
P0CY05,4710.5,7e-08
P0CY08,24291.4,1.24e-06
P38190,13196.0,1.24e-06
Q07914,17916.6,4.35e-05
P40433,93425.2,1.9e-05
P40188,19228.1,4.88e-05
P53123,37430.0,1.49e-06
Q6B113,4055.0,
P11914,53331.2,0.000378
P32329,59992.2,4.6200000000000005e-05
O13585,102536.2,4.25e-05
P53303,55042.5,0.000632
P19880,72502.6,1.9600000000000002e-05
Q8TGR5,11242.6,6.8e-08
Q03080,36120.7,1.1399999999999999e-06
Q05998,66902.4,3.26e-05
P25846,109424.8,1.7199999999999998e-05
Q3E750,6993.4,
P25602,28244.1,1.2700000000000001e-06
P32790,135835.7,0.000107
P05745,11144.5,0.00069
P56628,13825.7,0.000773
P53750,32745.4,1.29e-06
P53244,65481.5,2.42e-05
P07261,87734.7,1.06e-05
Q02733,54147.8,5.85e-05
P38155,12844.7,1.08e-06
P50107,37205.3,4.84e-05
P53290,38579.3,3.24e-05
Q8TGL8,5904.3,3.69e-07
P32352,24888.7,0.00024
P46944,80485.6,7.95e-05
P20134,83351.7,1.65e-05
P53341,68078.6,4.3100000000000004e-05
P38863,96816.8,2.49e-05
P34249,11429.6,3.27e-06
P38343,16031.6,2.79e-06
P39104,119912.6,1.87e-05
P39988,35556.5,4.2800000000000005e-06
Q12472,201975.5,1.9299999999999997e-06
P39931,27265.5,8.1e-05
P54857,37505.6,2.67e-06
P0CX80,6649.6,0.000274
P53313,86615.5,5.29e-05
P53960,50959.6,2.69e-05
P00431,40348.3,0.000121
P40558,31916.1,8.33e-06
P53108,34832.4,1.13e-05
Q8TGS8,7232.8,
Q06512,63625.5,5.36e-05
Q08831,57561.6,4e-05
O13534,18045.9,1.2e-06
P43548,61052.2,1.29e-06
P0C1Z1,3538.3,
P40503,11596.5,1.02e-06
P53299,11288.0,2.43e-05
P53046,131453.5,1.53e-06
P32580,84341.4,1.73e-05
P53143,16167.3,1.25e-06
P89886,20276.8,0.00015
Q12186,53060.1,4.8700000000000005e-05
A0A023PZE2,12153.4,6.4e-08
P14905,44625.2,2.18e-05
Q08970,52433.9,2.6e-06
P21592,52176.4,2.1499999999999997e-06
P32787,30105.0,6.54e-05
P07246,40375.0,0.00053
Q03796,27388.5,1.4099999999999998e-06
P53252,38319.3,0.001189
P11792,91788.5,6.98e-05
P0C272,7026.2,
P53049,166731.9,4.6299999999999994e-05
P25628,71619.6,2.57e-06
P07149,228654.9,0.001871
Q06598,45854.9,1.44e-06
Q07418,38659.2,8.570000000000001e-05
Q8TGM5,7796.4,2.69e-06
Q04216,39186.2,1.13e-05
Q03976,37401.9,4.43e-05
P39982,11342.4,1.4300000000000002e-07
P39541,25435.3,
Q04066,29983.6,2.16e-06
P0CX34,7134.7,0.000495
P0C5Q6,8532.7,1.34e-06
P40020,98812.2,1.03e-06
P42826,68316.7,4.1700000000000004e-05
A0A023PXL7,16251.4,2.8999999999999998e-08
P48363,23104.3,0.000186
Q03508,54119.9,1.4e-06
P38858,27777.7,0.000101
Q99297,34026.5,5.56e-05
P00724,60616.5,2.26e-05
P38165,54123.2,1.2e-05
O13565,20284.6,1.56e-05
P34252,52280.5,8e-06
P40525,13666.5,0.000896
Q04675,14889.2,0.000288
P0CX76,48995.0,1.8e-05
Q08119,82185.9,5.88e-06
Q06636,25272.2,2.8800000000000002e-05
P11325,101929.3,2.93e-05
P13434,16146.1,2.8199999999999998e-05
P38331,27575.9,3.0399999999999997e-05
P53853,30592.1,3.66e-05
Q08193,51847.1,0.00015
P22141,22513.9,0.000221
Q05905,27492.8,0.000306
Q3E826,8857.0,2.7699999999999995e-07
P38960,57498.1,1.2e-06
Q06508,33836.4,6.02e-05
Q07649,20268.7,2.71e-06
Q8TGL2,7949.8,
P53119,105556.4,2.96e-05
Q12501,202171.6,1.92e-06
Q08957,47113.4,2.48e-06
Q03281,76379.6,3.27e-05
Q12346,24618.1,2.8999999999999998e-06
P53685,57710.7,1.5e-05
Q12500,86344.3,7.99e-05
P47122,43179.1,0.000165
Q05583,37247.7,4.96e-05
P47069,79148.4,5.15e-05
P38623,68043.1,0.000226
P40545,29550.9,9.18e-05
P0C5R3,8518.5,1.31e-07
P53944,35886.3,0.000111
Q08914,25926.6,2.5099999999999997e-06
P43616,52860.7,0.000397
P43573,91351.3,2.52e-05
P40468,269830.2,6.63e-06
P43566,12389.3,1.28e-06
P38114,126862.6,7.33e-06
P46945,63282.7,2.3e-08
P50108,46746.4,6.56e-05
P12612,60476.4,0.000119
A0A023PXH9,27056.6,1.37e-06
P46964,14704.7,4.23e-05
Q12751,113210.6,1.87e-06
P47026,55484.7,1.31e-05
Q12167,42864.9,1.62e-05
P14906,75321.0,0.000243
P12688,76473.4,6.790000000000001e-05
P00925,46905.6,0.011806
P33442,28763.9,0.002393
P43595,22441.9,1.3e-06
Q3E796,7679.2,2.1600000000000003e-07
P38139,43282.2,3.7999999999999996e-06
Q05867,36575.6,1.03e-06
P46947,30481.5,8.7e-06
P48234,81729.0,3.68e-05
P42934,88018.7,1.5e-06
Q12298,61189.0,3.34e-05
P33200,112562.2,2.8900000000000003e-06
P53976,69548.5,1.4299999999999999e-06
Q8TGJ4,4190.9,
P40483,77415.1,1.51e-05
Q03207,14484.0,1.61e-06
P34087,19059.2,0.000113
P38273,80710.9,2.8899999999999998e-05
P50275,101641.5,8.92e-06
P38164,117621.4,1.35e-05
P38255,48607.6,2.3899999999999998e-05
P22804,15721.0,6.9e-06
P09440,106228.6,0.000277
P18899,46207.7,8.98e-05
Q3E787,6307.9,
P32600,281568.7,7.26e-06
P36032,52264.6,1.3e-06
P38803,37883.4,0.000195
Q08760,50160.1,1.6499999999999999e-06
P32837,61871.5,1.42e-06
O13520,19684.0,1.19e-06
P23500,33309.9,2.12e-05
P06101,58354.4,0.000176
P42846,68621.3,0.000228
Q12180,117929.9,5.14e-06
Q12246,69633.0,3.96e-05
P40186,32026.5,3.9e-05
P22217,11232.1,0.000367
P07251,58614.7,0.000724
Q12470,49233.2,1.35e-05
Q05911,54504.0,0.000191
Q08965,135565.0,3.59e-05
P35843,49503.4,1.53e-05
P53718,27585.8,2.61e-05
P36074,12946.4,9.000000000000001e-09
P53096,51430.2,4.8899999999999996e-05
Q01519,9784.0,0.000132
Q12241,32496.0,5.05e-06
Q3E760,11272.7,7.400000000000001e-08
Q05027,17312.8,7.68e-05
P47115,27359.8,2.0300000000000002e-05
O13568,14944.0,1.22e-06
P0CX33,7134.7,0.000595
P0CE11,27691.0,1.08e-06
P21705,29079.3,1.5e-06
P11353,37707.9,0.00021
Q12354,24698.5,2.67e-05
Q04162,61513.5,1.23e-06
P39567,44389.7,3.3e-05
Q08269,95860.4,8.380000000000001e-06
P40512,51262.2,6.54e-06
P0CY04,4710.5,7e-08
Q12427,56263.9,1.93e-05
P16387,46346.6,0.001038
P38173,12085.4,1.29e-06
Q04408,55501.6,4.1100000000000005e-06
P08640,136060.5,3.6000000000000005e-08
P32616,16483.9,1.32e-06
P53105,13694.4,
Q05468,83405.7,2.35e-05
Q03649,51443.2,5.41e-06
Q04608,37606.1,3.8100000000000005e-05
Q99326,42130.0,1.21e-06
P33550,50643.7,1.1399999999999999e-06
Q6B108,11865.1,1.31e-07
P0CX21,203785.1,1.28e-06
P40059,73064.6,3.66e-05
P87286,15976.6,1.3600000000000001e-06
P61829,7760.5,1.3999999999999998e-08
P0CL31,17365.2,6.350000000000001e-07
Q04598,12053.6,1.3300000000000001e-05
Q01926,54221.5,8.47e-06
Q12482,104308.2,2.12e-06
P53319,53922.4,4.3100000000000004e-05
P10963,60973.8,0.000139
Q8TGU3,3769.6,1.16e-06
Q3E7Z9,3629.5,2.7e-07
Q04438,13179.7,5.66e-06
A0A023PXF5,11980.5,1.15e-06
Q04116,39626.0,2.33e-06
P25591,47848.2,1.6299999999999999e-06
P39543,26604.9,0.000129
P38867,52063.4,1.69e-06
P38077,34360.0,0.000547
P32375,50113.8,2.23e-06
P53087,17936.8,1.2700000000000001e-06
Q8TGP2,7440.6,
P39727,46230.7,7.48e-05
P41807,54409.3,0.000434
P40555,24841.7,1.0199999999999999e-05
Q99234,71752.4,1.55e-06
Q08981,23879.4,7.049999999999999e-06
P38869,26286.9,2.16e-05
P19659,120350.9,1.9399999999999997e-05
P20107,48330.3,0.000108
P39079,59915.4,0.000116
Q3E841,10783.5,5.74e-05
P0C5Q0,5110.0,
Q8TGK6,8768.8,7.5e-08
P38868,18130.6,1.4e-06
P25629,15995.4,1.32e-06
P39992,78312.3,1.1500000000000001e-07
P53948,11616.2,1.42e-06
Q10740,77343.3,9.53e-05
P17119,84013.6,3.0399999999999997e-05
Q02826,12472.6,5.48e-07
P40355,108416.3,1.55e-06
P40486,59119.0,6.73e-05
Q07845,72245.2,1.4599999999999998e-07
P0C2I4,53329.1,1.05e-05
P53833,22624.0,1.9600000000000002e-05
P53820,5950.7,9.87e-07
Q06411,83019.1,7.360000000000001e-06
Q04411,88652.7,1.29e-05
P07286,50374.4,1.37e-07
P43540,20431.6,1.4499999999999999e-06
P41811,99388.1,0.001195
P40157,88817.3,6.39e-05
Q04740,39446.6,3.59e-06
Q8TGJ8,7943.4,9.270000000000001e-07
Q99278,15166.4,8e-06
P87108,10303.8,0.000595
P32912,36713.9,3.18e-05
Q6Q5P6,48219.8,1.04e-07
P0C5N9,8435.4,1.32e-06
P47013,47386.3,2.87e-06
Q06179,303491.1,1.7e-05
Q08504,12342.2,3.13e-05
Q3E828,6021.1,1.85e-07
P53628,63856.5,7.690000000000001e-06
P35724,109737.1,9.820000000000001e-06
P38959,113353.5,1.4599999999999999e-05
Q12045,75732.0,1.3e-05
P38171,11091.2,1.73e-06
O13549,12940.9,1.3899999999999998e-06
P0C5N4,3072.6,
P38256,27098.7,3.91e-05
P46673,84849.2,9.59e-05
P48237,101433.8,3.8799999999999994e-05
O13547,23266.4,0.001713
Q02260,16288.2,3.6200000000000006e-05
P38966,98689.8,7.42e-06
P38773,27161.3,3.15e-05
P53104,101707.3,1.25e-05
Q06091,20711.7,1.1e-05
P33304,71373.9,1.42e-06
Q12494,119538.6,4.07e-05
P38120,31952.8,7.43e-06
O13571,12232.6,1.35e-06
P37838,77842.3,0.00017
P35733,14721.4,1.48e-06
P38705,50399.6,9.460000000000001e-06
Q07688,19157.8,8.37e-05
P25571,19065.2,
Q05854,151290.8,1.22e-05
Q06143,33006.0,3.9399999999999995e-05
A0A023PYH0,15292.3,9.4e-08
P38622,57964.5,1.48e-06
P41895,82183.5,3.2e-05
P39734,58757.8,1.09e-05
Q03435,23858.3,3.9200000000000004e-05
P40896,35904.8,1.35e-06
P34730,31045.5,0.000821
P53836,118297.5,1.87e-05
P53885,40274.4,5.16e-05
Q03656,83221.5,5.79e-05
Q06160,59012.8,6.69e-06
P0CD97,7987.5,2.1499999999999997e-06
Q04952,207493.9,1.25e-06
P21304,63748.6,0.0005
P47078,12663.2,
O43137,9401.6,8.759999999999999e-05
Q12223,26634.3,7.46e-06
P34758,97306.7,1.45e-05
P38735,180943.8,3.71e-06
P47153,32024.4,4.1900000000000005e-06
P32902,44155.3,0.000155
P38086,107977.7,2.49e-05
Q02354,52430.0,0.000119
Q12492,15671.9,1.47e-06
Q01448,67790.3,6.29e-06
Q05166,58795.0,4.3799999999999994e-05
P53894,86948.0,8.92e-06
Q04081,37695.0,7.78e-06
O13555,14509.8,1.32e-06
P53344,45688.7,1.2699999999999999e-05
P43534,38595.1,1.9299999999999997e-06
P33333,33904.4,0.000139
P40214,38569.9,2.1e-05
P38989,133927.6,3.6299999999999995e-05
P0CX82,21736.8,0.001322
Q03771,42905.6,7.35e-05
P40106,27809.9,0.000285
P25641,58417.6,2.6600000000000003e-05
Q03503,20457.1,2.86e-05
P25656,44983.8,1.07e-05
Q12305,15410.4,0.000174
Q06567,65929.9,2.33e-05
P38624,23543.8,0.000147
Q12373,43394.4,5.69e-05
Q8TGN8,3155.7,
P38790,33062.6,8.92e-06
P06774,29869.6,4.33e-06
P38969,48952.5,2.44e-05
P38228,64267.8,2.7200000000000002e-06
P19263,123371.6,1e-05
P15565,64071.2,0.000247
P47075,83150.4,0.000193
P53287,13127.0,4.59e-06
P40078,29752.3,0.000354
P47912,77260.8,0.000534
P17157,34908.6,7.15e-05
Q05779,29962.8,3.77e-05
Q9ZZW4,6870.3,
P40856,121270.8,0.00011
Q04100,15389.8,1.32e-06
P38080,123991.2,5.0600000000000003e-05
A0A023PXD9,11676.9,6.48e-07
P38714,73715.0,1.8799999999999998e-06
P39111,13454.3,0.000133
P40583,58181.8,1.6e-08
P39557,12904.7,1.2e-06
Q04658,40876.0,1.12e-06
Q04383,58219.9,1.22e-06
P06786,164211.2,7.54e-05
P38590,54216.1,8.02e-06
P36136,31014.3,0.000291
Q04179,37949.6,9.810000000000001e-06
P16664,75305.0,8.06e-06
P38326,34330.0,1.77e-05
Q07540,19485.3,2.49e-05
Q12524,39750.2,3.37e-06
P38728,19815.9,1.31e-06
P40055,62335.5,6.13e-05
P43601,55089.7,2.01e-05
P53964,31383.4,4.62e-06
Q00582,35850.9,1.88e-05
P04821,179087.8,2.3199999999999998e-05
P26263,61571.8,6.759999999999999e-05
A0A023PZE6,12323.5,9.62e-07
P53312,46901.2,0.000162
P32804,41574.9,6.28e-05
P53615,24857.5,0.000205
P38710,32815.5,6e-05
Q12450,23514.2,6.29e-05
P36152,38533.9,0.000126
P32914,11153.9,7.13e-05
P54784,104384.2,3.61e-05
Q8TGM8,3543.2,1.04e-06
Q01766,33001.4,1.37e-06
P50079,51247.9,2.6e-06
P39706,48624.0,1.0199999999999999e-05
O13529,17442.6,1.33e-06
P43542,45321.5,2.37e-06
P87261,21660.5,1.33e-06
P28239,35572.9,9.4e-06
Q02892,74421.2,0.000501
P53940,58886.7,4.88e-06
Q02772,12396.7,1.57e-05
P26637,124120.4,0.001834
P53100,42987.9,1.4099999999999999e-05
P34240,55388.1,1.35e-06
Q04121,70124.3,1.4599999999999999e-05
Q00362,59653.8,9.3e-05
P01119,34342.0,2.75e-05
P38430,36028.2,3.02e-06
P53195,31756.5,1.66e-05
P53918,73809.5,4.65e-06
P38207,59463.0,5.6100000000000005e-06
P38227,77288.4,9.210000000000002e-06
Q07660,129750.6,2.0699999999999997e-06
Q04201,12893.0,2.86e-05
P32858,12944.6,1.12e-06
P40339,36156.5,6.55e-05
Q12188,77178.6,3.2799999999999997e-07
Q04272,25630.2,1.62e-05
P07342,74941.7,0.000593
P40514,75477.1,3.28e-06
Q02931,101223.0,9.829999999999999e-05
P34237,77505.8,4.24e-05
P20448,87192.6,0.000101
P32622,55864.1,3.95e-06
P32523,56555.5,0.000114
P34164,46395.2,9.17e-06
P28000,16130.9,0.000405
P22035,89607.4,1.06e-05
P40356,43083.0,1.0199999999999999e-05
P33754,24231.2,0.000199
Q12124,47687.1,0.000111
P61830,15378.3,0.002132
