uniprot,mw,abundance
Q12366,40856.0,1.19e-06
P36010,17167.0,0.000164
P36052,46509.0,1.15e-05
P38757,50642.0,6.58e-06
P47035,128531.0,5.35e-05
Q04121,70148.0,1.4599999999999999e-05
P32494,79282.0,2.77e-05
P34077,96174.0,0.000201
Q08962,20381.0,9.6e-05
P48234,81734.0,3.68e-05
P53927,25447.0,0.000149
Q01560,45407.0,0.001073
P39923,69859.0,5.62e-06
Q08213,42398.0,3.71e-05
Q03435,23857.0,3.9200000000000004e-05
P11633,11476.0,8.170000000000001e-05
P53939,45908.0,6.95e-06
P53253,106466.0,1.2800000000000001e-05
P53883,45609.0,0.000117
P37838,77825.0,0.00017
Q12460,56864.0,0.000612
Q12200,132645.0,8.87e-06
P39683,49019.0,0.000404
P32770,79299.0,4.73e-05
Q08485,67193.0,2.0299999999999996e-06
P27929,56356.0,7.32e-05
P37293,32804.0,2.77e-05
Q06504,22921.0,1.3e-05
Q06162,17862.0,2.24e-05
P36003,103956.0,2.34e-06
P40165,27521.0,1.7800000000000002e-05
Q02892,74410.0,0.000501
Q08287,56966.0,0.000282
P25353,84734.0,3.1e-05
P22211,85990.0,2.98e-05
P38742,129973.0,4.309999999999999e-06
Q99271,109369.0,2.1899999999999997e-05
Q00539,56972.0,2.61e-05
Q3E7Y6,8547.0,3.7799999999999997e-07
P52919,37354.0,1e-05
Q12163,26571.0,6.56e-06
Q06568,21530.0,1.88e-05
Q07500,61659.0,3.54e-06
Q12181,72328.0,1.08e-05
P36059,37357.0,5.0299999999999996e-05
Q99207,94302.0,2.4e-05
P40991,69812.0,0.000363
Q12080,52556.0,0.000109
P38830,71479.0,2.7e-07
P25374,54467.0,6.28e-05
Q03264,59540.0,4.55e-05
P53081,31888.0,9.81e-05
Q12493,26976.0,1.8000000000000001e-06
Q06178,45859.0,6.26e-05
Q12129,25286.0,7.05e-05
P14743,52838.0,2.26e-05
Q06512,63637.0,5.36e-05
P47077,77722.0,6.1e-05
Q12514,65855.0,0.000102
Q08920,23774.0,7.709999999999999e-05
P32860,29174.0,0.000175
Q03210,57742.0,4.9100000000000004e-06
P32831,75024.0,2.9199999999999998e-05
P38861,59095.0,0.000234
Q06287,27895.0,0.000368
P11632,10802.0,0.000129
P25382,57026.0,4.8299999999999995e-05
P53204,44909.0,1.89e-05
P53742,55489.0,0.000701
Q12499,56956.0,0.000524
P53164,43516.0,1.84e-05
Q06148,39116.0,5.42e-06
P53920,110881.0,8.170000000000001e-05
P38798,126747.0,3.84e-05
P40007,26901.0,7.27e-05
P25655,240279.0,0.000115
P06102,94403.0,4.99e-05
P33755,65782.0,5.24e-05
P39997,57355.0,2.04e-06
P53136,51907.0,6.47e-05
P53898,33667.0,7.740000000000001e-05
P53935,141514.0,1.62e-05
Q08208,51942.0,0.00022
P53317,22320.0,2.17e-05
P40354,51897.0,2.14e-05
P31378,45577.0,2.56e-06
P49687,145661.0,9.59e-05
P32336,94104.0,1.24e-05
Q08214,43844.0,3.35e-06
Q12311,86029.0,4.2000000000000004e-06
P08466,37210.0,3.7e-05
P48837,57499.0,0.000135
Q05166,58793.0,4.3799999999999994e-05
P53949,22472.0,4.27e-05
P0CE68,137997.0,2.42e-06
P40447,21620.0,1.29e-06
P49954,32549.0,8.45e-05
P46970,119967.0,0.000126
P47149,23640.0,2.84e-05
Q08444,51742.0,9.52e-05
Q07623,25216.0,0.000118
P06100,22363.0,2.6600000000000003e-05
Q12408,19063.0,6.64e-05
P38837,32214.0,5.24e-05
Q12457,66352.0,6.74e-06
P27476,44535.0,0.000971
Q02630,116234.0,5.09e-05
Q6Q547,6636.0,0.000116
P34909,65354.0,8.68e-05
P53617,63859.0,0.00021
P53915,27690.0,2.1e-05
Q04958,187133.0,2.17e-05
P33331,14453.0,3.4399999999999996e-05
P35729,120448.0,2.38e-05
P40064,156649.0,6.23e-05
P40477,158908.0,0.000143
P40010,57709.0,0.000286
P52891,83635.0,9.99e-05
P36023,101825.0,3.77e-06
P20676,113581.0,9.38e-05
P32499,77881.0,0.000169
P39705,59039.0,6.62e-05
P46673,84898.0,9.59e-05
P32495,17122.0,0.000134
P39744,81601.0,0.000342
Q07896,75582.0,0.000118
Q03125,26743.0,7.01e-06
P43124,46121.0,2.38e-06
Q12143,25416.0,3.8e-05
P14907,86516.0,0.000138
P00635,52859.0,0.000203
P20457,62263.0,4.219999999999999e-06
P40534,75021.0,3.02e-06
P53174,27250.0,1.63e-05
Q07350,29921.0,3.31e-05
P33411,28377.0,1.52e-06
P21372,96359.0,1.04e-05
Q12428,57684.0,5.09e-05
P33297,48256.0,7.9e-05
Q04636,62994.0,0.000247
Q05778,30695.0,3.6299999999999995e-05
P41812,100395.0,1.4400000000000001e-05
P40164,98053.0,6.87e-05
P07272,102724.0,1.5800000000000001e-06
P38148,91685.0,2.2200000000000003e-06
P38698,45051.0,6.82e-05
P10363,47690.0,0.000235
P53835,73353.0,2.42e-06
P54885,49740.0,0.000253
P40968,52048.0,1.7199999999999998e-05
P38218,19938.0,2.05e-05
Q12245,16573.0,2.77e-05
Q06892,46247.0,4.32e-05
P38797,37782.0,3.76e-05
P52290,53076.0,1.25e-06
P40506,41867.0,7.41e-05
Q12036,19973.0,5.58e-06
P15938,121653.0,1.7100000000000002e-05
P32523,56570.0,0.000114
P32524,33052.0,2.76e-05
P49960,50849.0,8.68e-06
Q03776,65145.0,1.91e-05
P53131,87562.0,0.000295
P33298,47894.0,2.99e-05
P38796,44888.0,2.1800000000000003e-06
P53633,19412.0,0.000129
P40494,91032.0,1.88e-05
P32264,47162.0,0.00016
P40303,28439.0,0.000225
P25043,28268.0,0.000179
P22141,22517.0,0.000221
P33329,78492.0,5.21e-06
P49704,56303.0,2.69e-05
P33203,69065.0,4.7300000000000005e-06
Q12417,50700.0,3.02e-05
P19735,104229.0,3.18e-05
P28708,58956.0,2.13e-05
P40327,48828.0,2.34e-05
P34227,29496.0,8.2e-05
P47032,30634.0,1.67e-05
P23638,28714.0,0.000247
P32598,35907.0,0.000569
P14747,68528.0,0.000104
P24384,130011.0,2.5699999999999998e-05
P28004,42483.0,1.9600000000000002e-05
P32903,4501.0,0.001344
P31382,86870.0,0.00011
P36069,33776.0,4.75e-05
Q99216,30332.0,4.0600000000000004e-05
P23287,63002.0,7.47e-05
P35182,31550.0,1.49e-05
P40012,59703.0,8.98e-05
Q12459,70123.0,1.19e-06
Q04004,26623.0,2.1899999999999997e-05
P00950,27609.0,0.00595
Q03760,39207.0,2.0399999999999998e-05
Q05788,33755.0,2.48e-05
P39685,151653.0,9.159999999999999e-05
P38089,44176.0,6.55e-06
P32345,35264.0,2.8800000000000002e-05
P26570,77491.0,2.9e-05
P40473,39498.0,8.720000000000001e-06
Q12164,32186.0,3.9399999999999995e-05
P53833,22612.0,1.9600000000000002e-05
P53218,18210.0,3.85e-05
P39966,50388.0,0.00019
P53691,42072.0,0.000581
P53043,57995.0,0.000171
Q03674,75455.0,5.4e-06
Q08108,75077.0,6.09e-06
P38197,29123.0,0.000144
P38208,15512.0,4.3899999999999996e-05
P20604,35538.0,7.47e-05
Q04119,78344.0,7.870000000000001e-06
P32945,61420.0,4.84e-06
P20095,99814.0,4.849999999999999e-06
Q00723,27967.0,2.95e-05
P33334,279504.0,1.23e-05
P09232,69621.0,9.04e-05
P21242,31536.0,0.000329
Q07800,47931.0,5.73e-05
P43606,76286.0,1.03e-06
P07244,86068.0,0.000553
Q12161,47068.0,5.7600000000000004e-05
Q12355,45777.0,0.000107
Q12318,28251.0,9.71e-06
P32901,68044.0,1.92e-05
P32588,50763.0,0.000604
P04161,23540.0,0.000133
P36110,33780.0,3.38e-06
P25339,97798.0,6.42e-05
P04046,56719.0,0.000274
P21264,62339.0,0.000137
P24031,52777.0,0.000154
P40347,18675.0,4.88e-05
P42946,41488.0,2.7800000000000003e-07
Q08931,14428.0,9.200000000000001e-07
Q04705,41372.0,1.13e-06
P07274,13677.0,0.000209
P23394,66641.0,4.02e-06
P39682,74748.0,4.26e-05
Q03338,55870.0,1.45e-05
Q12310,78939.0,1.3600000000000001e-06
P38624,23548.0,0.000147
P30657,29443.0,0.000248
P30620,76399.0,4.46e-06
P38958,13188.0,1.07e-05
Q01329,88473.0,8.6e-05
Q12498,32012.0,1.3899999999999998e-06
P40476,34651.0,4.3799999999999996e-06
P39551,35073.0,4.84e-06
P20053,52442.0,1.99e-05
P19736,63029.0,3.6700000000000004e-05
P53549,49408.0,0.000224
P33299,51983.0,0.000151
P25451,22605.0,2.96e-05
P30656,31637.0,9.609999999999999e-05
P50086,25616.0,3.47e-05
Q08217,124373.0,2.3100000000000002e-05
P36082,15159.0,1.49e-06
P07390,57488.0,7.1200000000000004e-06
P41903,40260.0,4.24e-06
P32857,60018.0,6.08e-06
P47033,89153.0,2.9e-05
P21243,28001.0,0.000331
P23639,27162.0,0.000215
P08456,30805.0,5.67e-07
P38876,21036.0,5.13e-06
Q01939,45272.0,0.000202
P25375,81934.0,0.000153
P32379,28617.0,0.000618
P40302,25604.0,0.00023
P23724,26871.0,1.08e-05
P39006,56595.0,2.3899999999999998e-05
P31374,152332.0,1.7199999999999998e-05
Q02771,12281.0,8.19e-07
P32606,93408.0,2.07e-05
P05740,20549.0,0.000673
P0CX23,20437.0,0.000796
Q02753,18242.0,0.000458
P05744,12154.0,0.000251
O14455,11135.0,0.001072
P05745,11124.0,0.00069
P04650,6342.0,0.000978
P49626,39062.0,0.002642
P02381,47123.0,1.15e-05
P53140,74596.0,7.03e-05
P24000,17548.0,0.00216
P40525,13641.0,0.000896
P0CX28,12212.0,0.000571
P51998,31970.0,2.86e-05
P04456,15758.0,0.001171
P14120,11415.0,0.001414
P0C2H8,12953.0,0.000351
P0C2H9,12967.0,0.00073
P0CH09,14554.0,0.000638
P29453,28112.0,0.003049
P04449,17614.0,0.00346
P02406,16722.0,0.002107
P05747,6669.0,0.000873
P0CX45,27408.0,0.000553
P0CX46,27408.0,0.000428
P0CX84,13910.0,0.00596
P51402,9868.0,0.000452
P0CX26,10091.0,0.000631
P0CX27,12212.0,0.000637
P41056,12168.0,0.000817
P87262,13639.0,0.000937
P49167,8827.0,0.000906
P10664,39092.0,0.000873
P36516,44000.0,6.73e-05
P53875,16670.0,5.31e-05
P53881,34897.0,2.84e-05
P32388,16021.0,2.4e-05
P53724,16283.0,2.98e-05
P0C2H7,15505.0,0.000977
Q02326,19962.0,0.000933
P05317,33717.0,0.000988
P05318,10908.0,0.00083
P02400,11050.0,0.00584
P0CX41,14473.0,0.002124
P0CX86,3337.0,0.000609
P26321,33715.0,0.001115
P05739,19986.0,0.001189
Q12213,27696.0,0.00042
P17076,28125.0,0.003267
P51401,21657.0,0.002476
Q07915,23975.0,1.87e-06
P32904,23889.0,6.91e-05
P32368,71125.0,0.000542
P53969,54406.0,1.63e-05
Q12136,70259.0,1.75e-05
P34218,97582.0,3.38e-06
P38814,96398.0,6.01e-06
P40090,72141.0,1.3e-05
P03878,63311.0,3.45e-07
P11792,91812.0,6.98e-05
P23833,33166.0,3.06e-05
P38072,34889.0,2.17e-05
P11655,51608.0,7.13e-05
P32602,32803.0,0.000118
P21825,31347.0,0.000197
P14906,75345.0,0.000243
P39742,21607.0,8.55e-05
P05755,22299.0,0.001845
Q08932,43998.0,8.730000000000001e-06
Q03430,41216.0,8.289999999999999e-06
Q03516,107673.0,0.000127
P39940,91816.0,2.93e-05
P32905,28024.0,0.001151
P32902,44152.0,0.000155
Q03799,17471.0,4.5599999999999995e-06
P40063,24413.0,4.5599999999999995e-06
P53733,10275.0,3.6400000000000003e-06
P38175,20395.0,1.3199999999999999e-05
Q01163,50867.0,6.49e-05
O14464,10698.0,2.3e-05
P40962,27054.0,4.55e-05
P32605,34378.0,2.5699999999999998e-05
P40204,8482.0,2.6600000000000003e-05
P25343,30250.0,0.000375
P26786,21622.0,0.003168
O13516,22443.0,0.00142
P32832,49651.0,5.0700000000000006e-05
Q03124,65218.0,4.27e-05
P13856,30391.0,3.08e-05
P12686,38988.0,0.000161
P19955,13689.0,0.000168
P32608,65572.0,7.14e-05
Q12378,22541.0,1.4099999999999999e-05
Q00916,34447.0,9.4e-06
P39743,52774.0,0.000219
P36123,117098.0,1.01e-05
P46674,149569.0,6.9400000000000005e-06
P52870,8711.0,1.59e-05
Q9ZZX1,72165.0,0.0
P53334,40173.0,0.000263
P21801,30231.0,0.000182
Q04401,15783.0,1.21e-05
P40018,22379.0,1.6100000000000002e-05
P10663,13538.0,5.32e-07
P28778,15021.0,1.73e-06
P53732,16917.0,1.6100000000000002e-05
Q03246,27635.0,4.79e-05
P53305,12393.0,2.02e-05
Q04947,32916.0,0.001054
Q12242,75361.0,9.159999999999999e-05
P25443,27450.0,0.000821
P33759,34883.0,9.46e-05
P47150,27816.0,3.49e-05
P40161,51621.0,0.000127
Q03201,23424.0,7.64e-05
P32607,19016.0,3.98e-05
P17558,35998.0,4.24e-05
Q12234,56069.0,0.000103
Q12464,51612.0,0.000122
Q07458,33812.0,3.4200000000000005e-05
P17121,73629.0,2.27e-05
P38990,126872.0,8.939999999999999e-06
Q04003,55409.0,1.12e-05
P35179,8944.0,5.5e-05
Q04002,171102.0,3.01e-05
P34758,97305.0,1.45e-05
P53009,91001.0,2.4e-05
P43609,63168.0,0.000187
P53330,17795.0,3.1899999999999996e-05
Q07794,50096.0,1.26e-05
Q02608,13639.0,1.15e-05
P53047,35486.0,1.61e-06
P53064,65869.0,0.000112
Q08963,27193.0,3.35e-05
Q03919,8693.0,1.85e-05
P40963,39206.0,2.73e-06
P06105,134810.0,0.000555
P32915,52937.0,0.000452
Q12334,25754.0,7.27e-06
Q03940,50453.0,0.00022
P40856,121403.0,0.00011
P14693,37404.0,3.65e-05
Q08985,36669.0,0.000597
P39955,100332.0,4.96e-06
P50110,37493.0,1.7100000000000002e-05
P53324,48541.0,2.37e-06
P42223,98971.0,1.59e-06
Q12330,10375.0,5.0099999999999995e-06
P22470,65618.0,3.63e-06
P38429,23026.0,1.2800000000000001e-05
P45978,39190.0,4.52e-05
P03882,27683.0,0.00015528148944099398
P03877,47917.0,3.9399999999999995e-07
P25303,41543.0,8.45e-05
Q08230,19042.0,3.79e-05
P38314,57187.0,6.97e-05
P38164,117636.0,1.35e-05
P15367,18762.0,4.57e-05
P22224,105064.0,5.15e-05
P32844,93428.0,2.4e-05
Q01589,34431.0,0.000168
P16658,44109.0,5.230000000000001e-06
P42941,34207.0,0.00022
P54999,9660.0,6.95e-05
P38255,48629.0,2.3899999999999998e-05
P89114,10827.0,1.42e-06
Q08986,64354.0,5.2799999999999996e-05
Q99314,29018.0,1.7e-05
P39735,29770.0,1.2e-05
P28707,24082.0,0.000459
P40541,133009.0,4.15e-05
P53313,86618.0,5.29e-05
Q00711,70229.0,0.000137
P40479,23886.0,2.65e-06
P29478,31170.0,7.25e-05
P38352,70495.0,2.02e-06
P20840,70340.0,2.8e-07
P53036,94729.0,1.0300000000000001e-05
P20606,21451.0,5.95e-05
P40075,26926.0,0.000137
Q03529,44881.0,5.2e-05
P53189,56447.0,0.0002
P40505,37625.0,8.550000000000001e-06
P24280,34901.0,0.001102
P28791,43882.0,4.93e-05
P22214,25058.0,1.7800000000000002e-05
P33754,24231.0,0.000199
P11075,226886.0,0.000217
P40316,41838.0,1.21e-06
P34250,125593.0,7.91e-06
Q04675,14890.0,0.000288
Q00416,252497.0,1.53e-05
P35735,40463.0,2.8199999999999998e-05
Q12314,24744.0,5.18e-05
Q04951,40469.0,0.000195
P47052,69382.0,2.94e-05
P38804,12009.0,8.94e-05
Q07953,28283.0,0.000219
P36047,38887.0,6.86e-05
P48415,241696.0,4.21e-05
P40482,103636.0,7.620000000000001e-05
P38968,138717.0,0.000268
Q01590,38807.0,1.6899999999999997e-05
P40510,51188.0,8.43e-05
P40054,51193.0,0.000429
Q99287,89432.0,8.18e-05
P39000,56578.0,2.29e-06
P40073,41126.0,2.61e-05
P40472,48190.0,1.82e-05
P46954,96005.0,1.28e-06
Q07534,34204.0,1.7899999999999998e-05
P43612,115002.0,6.7e-05
P52871,9606.0,3.6700000000000004e-05
P32564,20118.0,5.35e-05
Q03323,19446.0,1.26e-05
P53078,31969.0,5e-06
Q12745,82396.0,3.06e-05
P07560,23506.0,0.000138
Q06058,32590.0,9.89e-06
P53953,98944.0,4.15e-05
Q12369,112979.0,6.25e-06
P32432,74785.0,1.0199999999999999e-05
Q12158,63290.0,2.08e-05
Q08873,22748.0,2.15e-05
Q06245,100342.0,3.8299999999999996e-05
P17065,84652.0,0.000135
Q04279,105874.0,2.0600000000000003e-05
P33330,43416.0,0.000337
P38827,123912.0,1.4e-05
P42948,63856.0,1.34e-06
Q12507,39021.0,2.26e-06
P40363,33934.0,4.1700000000000004e-05
P47008,34388.0,0.000194
P35187,163837.0,2.35e-06
P38337,16429.0,2.14e-05
Q07657,62630.0,0.000115
P38262,59161.0,1.84e-05
Q08199,48275.0,3.07e-05
Q6Q595,19678.0,2.99e-06
P53012,42735.0,1.29e-05
P33421,22068.0,1.19e-05
Q3E785,9352.0,9.72e-06
P38345,15504.0,1.93e-05
P53172,58098.0,0.000203
P34228,127992.0,3.32e-06
P38810,103950.0,0.000184
P43682,10961.0,7.41e-06
P53075,66862.0,0.00031
P38200,38015.0,4.5599999999999995e-06
P36068,28251.0,0.000105
Q06236,18632.0,1.6499999999999999e-06
P38751,17121.0,1.47e-06
P25294,37590.0,0.000561
P53965,32755.0,3.96e-05
P35207,146059.0,8.109999999999999e-05
P53304,54473.0,1.26e-06
P39928,134435.0,7.91e-06
Q00772,55636.0,9.72e-05
P32828,71071.0,2.13e-06
P30619,83480.0,1.35e-05
P15303,85385.0,0.00014
P33332,154695.0,1.4099999999999999e-05
P20048,58906.0,2.8499999999999997e-07
P25365,114079.0,3.36e-06
P53011,39123.0,1.6100000000000002e-05
P39709,68842.0,1.33e-06
Q12529,43750.0,1.08e-06
P33303,35340.0,1.2800000000000001e-05
P47166,81171.0,1.29e-05
Q02774,23512.0,9.27e-05
P36024,62478.0,6.0700000000000005e-05
P32900,81849.0,2.5399999999999997e-05
P33336,86241.0,7.690000000000001e-06
Q02100,70192.0,1.13e-05
Q08457,29557.0,1.91e-05
Q12034,50943.0,2.07e-05
P53327,224850.0,9.15e-06
Q08581,95380.0,3.3600000000000004e-05
P40485,77995.0,6.49e-05
P43589,52167.0,6.07e-06
P39954,49126.0,0.002889
Q04491,33043.0,0.000278
P18759,84056.0,0.000108
P89102,112121.0,5.0799999999999995e-05
P32855,122225.0,1.31e-05
P40357,73624.0,5.65e-06
Q02825,54649.0,6.8e-06
P36124,85480.0,1.31e-05
P38890,60547.0,6.25e-05
P33335,59426.0,2.38e-06
P25554,29381.0,2.67e-05
P20134,83345.0,1.65e-05
P38166,24274.0,1.59e-05
Q03067,11285.0,1.75e-05
P36136,31022.0,0.000291
P38634,32223.0,9.47e-06
P34164,46405.0,9.17e-06
P40210,55859.0,1.43e-05
Q04195,100796.0,3.87e-06
P40167,34318.0,1.34e-06
P43544,25132.0,3.13e-06
P25357,138397.0,6.58e-06
P39543,26598.0,0.000129
P53148,104826.0,5.21e-06
P32380,111782.0,1.9399999999999997e-05
P53165,72878.0,3.08e-05
Q08490,66706.0,3.2599999999999997e-06
Q08446,44860.0,2.94e-05
P38272,47417.0,4.07e-05
Q04172,53571.0,4.18e-06
P38957,26123.0,1.17e-06
P36169,39830.0,1.05e-05
Q03656,83238.0,5.79e-05
P32790,135848.0,0.000107
Q03406,33948.0,3.69e-06
Q12483,26954.0,1.1e-05
P00447,25774.0,0.000189
P53315,28448.0,6.1e-05
P23201,163143.0,1.64e-05
Q04477,24604.0,2.87e-05
P36094,42271.0,7.860000000000001e-06
P38863,96825.0,2.49e-05
P53540,98227.0,2.64e-06
Q12074,33324.0,0.000217
P46995,84461.0,1.7899999999999998e-05
P49955,110028.0,9.09e-06
Q06132,102853.0,3.79e-05
P51534,89553.0,3.4e-05
Q12212,71846.0,1.87e-06
P21691,76933.0,1.71e-06
P06701,111360.0,1.82e-05
P11978,152062.0,1.22e-05
Q12216,81178.0,2.86e-05
P17883,163726.0,0.000147
Q02793,44232.0,3.35e-05
P34226,77066.0,3.51e-05
P33338,108911.0,0.000409
P34252,52272.0,8e-06
P42900,73257.0,3.49e-05
P38324,35857.0,1.31e-06
Q12098,84362.0,4.57e-06
P53251,24069.0,5.2600000000000005e-05
P22215,50903.0,1.3e-05
Q04174,59883.0,1.34e-06
P32578,91071.0,9.980000000000001e-06
P38717,142820.0,2.6e-05
P52286,22330.0,3.96e-05
P53135,77298.0,3.63e-06
Q02775,44637.0,1.85e-05
P31109,13201.0,3.6e-05
P38956,18667.0,1.13e-05
P22082,194051.0,7.519999999999999e-06
P18888,37607.0,2.94e-05
P25582,96485.0,3.29e-05
P25808,69422.0,6.15e-05
P46965,10819.0,9.54e-05
P33419,29280.0,5.83e-06
P42933,42163.0,1.6299999999999999e-06
P23624,33295.0,1.6499999999999999e-06
P40511,112434.0,1.3e-06
O94742,10386.0,0.00011
P39707,31313.0,2.0299999999999996e-06
P40561,28954.0,7.329999999999999e-05
P53266,45056.0,2.99e-05
P39980,70562.0,6.45e-06
P54867,39270.0,4.1e-05
P53955,74785.0,2.3199999999999998e-05
P38241,40925.0,3.8100000000000005e-05
P47037,141336.0,3.9200000000000004e-05
Q05676,8416.0,3.95e-06
P38283,79186.0,5.4e-06
P38343,16042.0,2.79e-06
P22213,74679.0,9.570000000000001e-05
Q06217,12853.0,2.3199999999999998e-05
P32364,73799.0,3.1100000000000004e-05
P56508,9180.0,0.000231
P53628,63871.0,7.690000000000001e-06
P40548,18306.0,6.19e-05
Q12420,66430.0,3.9300000000000005e-06
Q04053,70741.0,2.3899999999999998e-05
P43545,32019.0,2.42e-06
P40014,25244.0,3.2e-05
P50088,10545.0,1.72e-06
P50263,8874.0,2.22e-05
P06700,63262.0,3.32e-05
Q12469,75331.0,6.4900000000000005e-06
P42843,88942.0,1.25e-05
Q12505,57844.0,3.3600000000000004e-05
P40072,30764.0,2.34e-06
Q04964,11834.0,0.000288
Q06091,20709.0,1.1e-05
P48232,11461.0,8.66e-06
P46950,61293.0,1.2700000000000001e-06
P53823,25208.0,2.7e-06
P53127,163203.0,2.23e-06
Q12368,22679.0,1.24e-05
P53824,32033.0,2.5899999999999998e-06
Q06168,48777.0,6.37e-05
Q05567,65566.0,0.000148
Q12118,37218.0,0.000389
Q04487,22309.0,1.21e-06
P40486,59151.0,6.73e-05
P22579,174839.0,5.15e-05
P38989,133928.0,3.6299999999999995e-05
Q12267,162189.0,1.2e-05
Q12749,128009.0,4.81e-06
P41808,44300.0,5.66e-06
P38128,49414.0,2.71e-06
Q07549,15673.0,8.2e-05
P06782,72045.0,0.000104
P39929,26987.0,6.56e-05
Q05506,69525.0,0.000358
Q04372,42568.0,2.8999999999999998e-06
P48231,132509.0,9.190000000000001e-05
P38756,48883.0,0.000169
P25623,96137.0,7.3e-05
P38714,73694.0,1.8799999999999998e-06
P41544,23716.0,5.71e-06
P38705,50390.0,9.460000000000001e-06
P53040,57902.0,8.14e-05
P15019,37036.0,0.001891
Q8TGM6,14345.0,4.4000000000000004e-08
P53378,52627.0,7.740000000000001e-05
Q08921,88845.0,7.38e-06
P39076,57203.0,0.000112
P42943,59736.0,0.000251
P38854,56314.0,6.519999999999999e-06
Q06417,36677.0,1.98e-05
P53882,67401.0,2.91e-06
P48525,61603.0,2.74e-05
P15624,67365.0,0.000555
P08425,54829.0,2.86e-05
P40528,104218.0,2.26e-05
P07806,125770.0,0.000722
Q9URQ3,37107.0,1.08e-05
P23255,161471.0,1.95e-05
P15625,57511.0,0.000165
P22438,66734.0,3.29e-05
Q05027,17315.0,7.68e-05
P40085,64794.0,2.8999999999999998e-06
P38967,65404.0,3.3799999999999995e-05
P07236,54092.0,1.84e-05
P48527,55287.0,1.67e-05
P36100,54742.0,0.000309
P41896,46605.0,9.76e-06
P47058,28252.0,9.35e-06
P25345,56785.0,9.15e-06
Q07395,70164.0,4.16e-05
P04803,43015.0,1.21e-05
P53065,45947.0,1.56e-06
Q12030,23019.0,4.16e-05
Q04226,40624.0,1.22e-05
Q03750,57986.0,4.25e-05
P53230,44200.0,5.03e-06
P38085,68758.0,6.720000000000001e-05
P09734,49694.0,0.000214
P32613,17354.0,8.31e-05
P38088,78184.0,0.001537
P07263,59953.0,0.000509
P15180,67959.0,0.001283
P38707,62207.0,0.000373
Q12109,49350.0,0.000311
P36421,44020.0,0.000691
P32774,13458.0,4.09e-05
P41895,82194.0,3.2e-05
Q12379,19356.0,1.52e-06
P43554,70276.0,3.35e-05
P40825,110059.0,0.001079
P46655,80843.0,0.000903
P09436,122984.0,0.000978
P48526,115794.0,1.74e-05
Q04048,100229.0,2.08e-05
Q02875,94357.0,7.329999999999999e-05
P26637,124142.0,0.001834
P00958,85678.0,0.001065
P13188,93133.0,0.000548
Q06836,137583.0,5.95e-06
P04801,84520.0,0.000861
P36145,36985.0,2.18e-05
P46677,120696.0,2.0300000000000002e-05
Q12297,40296.0,3.3700000000000006e-05
P50105,42336.0,6.53e-05
Q05021,67555.0,1.38e-05
P40468,269858.0,6.63e-06
P38228,64252.0,2.7200000000000002e-06
P12612,60481.0,0.000119
P40045,14498.0,1.38e-05
P38758,57614.0,7.23e-05
Q6B2U8,13886.0,1.4099999999999998e-06
P47988,86833.0,1.0199999999999999e-05
P33339,120229.0,1.18e-05
Q03761,61073.0,4.3299999999999995e-05
P35189,27440.0,7e-05
P53228,37254.0,3.23e-05
P40328,85300.0,1.21e-05
P38114,126904.0,7.33e-06
P18412,55157.0,1.6800000000000002e-05
P53038,78687.0,1.2e-05
Q07921,18605.0,1.57e-06
P53851,47167.0,2.02e-05
P34163,62979.0,1.85e-05
Q12043,84716.0,9.28e-06
Q08975,61334.0,3.6099999999999997e-06
Q07471,68366.0,2.58e-05
Q07904,58531.0,1.26e-06
P38129,88968.0,0.000161
P25638,12511.0,2.2899999999999998e-05
P53072,33550.0,4.6700000000000003e-05
P47030,68768.0,4.86e-06
P46670,30709.0,3.02e-05
P40340,157407.0,1.1400000000000001e-05
Q12466,133576.0,0.000418
P36101,50266.0,7.259999999999999e-05
P39077,58814.0,0.000226
P47153,32011.0,4.1900000000000005e-06
P32776,72894.0,4.99e-05
P54857,37500.0,2.67e-06
P41835,58059.0,2.44e-06
P35202,36616.0,3.54e-05
Q06510,44188.0,4.8700000000000005e-05
P09733,49800.0,0.000298
P53904,28354.0,8.900000000000001e-06
Q02457,62824.0,7.07e-05
P13393,27003.0,4.52e-05
Q03640,171076.0,0.000201
P42938,33337.0,4.8899999999999996e-05
Q02939,58535.0,8.15e-05
P07273,34843.0,0.000183
Q07748,38574.0,1.4299999999999999e-06
Q08224,61269.0,4.219999999999999e-06
Q06490,63298.0,1.7e-08
Q08231,52678.0,1.35e-05
Q3E7C1,8232.0,3.79e-06
P46678,67688.0,7.49e-06
P00927,63831.0,0.00025
P47183,38632.0,7.37e-06
P38141,51823.0,1.34e-06
Q04083,41385.0,1.2e-06
Q08686,34219.0,6.879999999999999e-05
P36142,48757.0,1.1000000000000001e-08
Q12513,16771.0,5.21e-05
P54837,24106.0,0.000896
P32802,75963.0,3.8700000000000006e-05
P34111,132108.0,7.34e-06
Q06339,74709.0,1.22e-05
Q12052,36527.0,2.76e-06
P53215,27757.0,1.93e-05
P42883,38620.0,1.3600000000000001e-06
P32318,34991.0,1.32e-06
Q08579,67186.0,2.09e-06
Q05998,66904.0,3.26e-05
P33315,75029.0,1.06e-05
Q12239,39742.0,1.7800000000000002e-05
P35691,18741.0,0.001058
Q03533,66220.0,0.000129
Q06466,53809.0,1.23e-06
P40533,54928.0,2.78e-05
Q06163,102635.0,1.26e-06
P40308,73613.0,3.52e-05
